Torch: 2.8.0+cu128 | CUDA: 12.8 | GPU? True | Name: Tesla V100-PCIE-32GB
bitsandbytes import error: No module named 'bitsandbytes.cuda_setup'
Testing NECOUDBFM/Jellyfish-8B on wdc_20cc...
Running zero-shot for: wdc_20cc/wdc_automotive_test.txt
[wdc_computers_and_accessories_test.txt 549/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 550/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 551/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 552/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 553/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 554/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 555/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 556/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 557/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 558/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 559/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 560/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 561/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 562/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 563/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 564/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 565/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 566/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 567/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 568/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 569/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 570/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 571/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 572/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 573/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 574/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 575/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 576/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 577/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 578/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 579/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 580/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 581/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 582/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 583/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 584/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 585/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 586/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 587/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 588/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 589/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 590/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 591/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 592/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 593/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 594/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 595/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 596/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 597/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 598/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 599/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 600/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 601/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 602/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 603/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 604/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 605/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 606/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 607/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 608/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 609/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 610/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 611/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 612/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 613/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 614/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 615/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 616/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 617/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 618/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 619/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 620/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 621/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 622/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 623/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 624/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 625/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 626/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 627/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 628/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 629/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 630/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 631/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 632/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 633/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 634/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 635/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 636/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 637/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 638/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 639/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 640/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 641/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 642/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 643/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 644/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 645/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 646/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 647/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 648/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 649/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 650/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 651/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 652/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 653/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 654/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 655/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 656/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 657/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 658/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 659/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 660/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 661/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 662/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 663/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 664/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 665/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 666/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 667/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 668/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 669/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 670/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 671/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 672/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 673/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 674/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 675/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 676/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 677/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 678/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 679/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 680/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 681/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 682/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 683/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 684/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 685/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 686/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 687/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 688/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 689/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 690/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 691/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 692/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 693/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 694/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 695/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 696/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 697/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 698/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 699/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 700/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 701/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 702/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 703/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 704/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 705/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 706/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 707/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 708/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 709/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 710/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 711/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 712/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 713/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 714/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 715/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 716/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 717/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 718/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 719/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 720/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 721/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 722/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 723/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 724/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 725/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 726/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 727/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 728/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 729/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 730/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 731/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 732/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 733/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 734/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 735/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 736/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 737/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 738/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 739/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 740/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 741/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 742/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 743/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 744/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 745/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 746/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 747/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 748/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 749/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 750/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 751/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 752/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 753/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 754/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 755/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 756/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 757/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 758/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 759/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 760/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 761/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 762/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 763/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 764/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 765/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 766/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 767/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 768/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 769/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 770/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 771/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 772/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 773/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 774/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 775/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 776/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 777/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 778/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 779/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 780/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 781/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 782/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 783/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 784/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 785/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 786/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 787/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 788/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 789/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 790/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 791/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 792/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 793/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 794/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 795/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 796/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 797/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 798/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 799/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 800/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 801/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 802/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 803/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 804/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 805/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 806/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 807/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 808/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 809/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 810/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 811/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 812/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 813/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 814/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 815/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 816/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 817/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 818/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 819/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 820/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 821/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 822/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 823/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 824/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 825/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 826/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 827/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 828/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 829/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 830/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 831/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 832/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 833/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 834/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 835/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 836/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 837/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 838/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 839/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 840/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 841/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 842/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 843/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 844/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 845/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 846/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 847/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 848/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 849/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 850/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 851/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 852/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 853/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 854/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 855/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 856/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 857/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 858/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 859/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 860/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 861/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 862/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 863/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 864/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 865/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 866/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 867/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 868/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 869/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 870/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 871/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 872/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 873/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 874/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 875/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 876/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 877/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 878/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 879/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 880/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 881/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 882/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 883/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 884/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 885/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 886/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 887/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 888/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 889/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 890/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 891/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 892/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 893/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 894/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 895/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 896/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 897/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 898/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 899/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 900/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 901/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 902/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 903/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 904/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 905/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 906/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 907/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 908/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 909/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 910/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 911/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 912/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 913/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 914/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 915/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 916/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 917/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 918/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 919/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 920/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 921/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 922/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 923/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 924/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 925/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 926/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 927/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 928/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 929/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 930/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 931/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 932/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 933/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 934/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 935/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 936/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 937/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 938/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 939/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 940/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 941/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 942/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 943/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 944/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 945/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 946/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 947/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 948/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 949/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 950/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 951/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 952/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 953/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 954/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 955/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 956/1025] last answer: 'Yes'
[wdc_computers_and_accessories_test.txt 957/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 958/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 959/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 960/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 961/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 962/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 963/1025] last answer: 'No'
[wdc_computers_and_accessories_test.txt 964/1025] last answer: 'No'
